Table 1
NAV calculation date;NAV;Reinvestment factor;"NAV (adjusted if ""distr."")";Dividend;Fund size (class);Fund size (compartment)
31.12.2010;115,56;;115,56;;120,311M;559058694,74
30.12.2010;116,50;;116,50;;121,251M;562089377,73
29.12.2010;116,95;;116,95;;121,673M;563080701,11
28.12.2010;116,10;;116,10;;119,756M;553393891
24.12.2010;117,27;;117,27;;122,585M;558722742,48
23.12.2010;117,37;;117,37;;121,83M;553288253,98
22.12.2010;116,97;;116,97;;120,787M;547512552,9
21.12.2010;116,08;;116,08;;119,711M;541617497,7
20.12.2010;115,68;;115,68;;118,865M;536983411,82
17.12.2010;114,24;;114,24;;117,781M;531282777,83
16.12.2010;114,13;;114,13;;117,31M;528443870,83
15.12.2010;114,19;;114,19;;117,106M;526969917,84
14.12.2010;113,18;;113,18;;115,842M;508486528,02
13.12.2010;114,75;;114,75;;116,329M;510945310,1
10.12.2010;113,91;;113,91;;107,283M;497553100,65
09.12.2010;114,01;;114,01;;107,164M;496541963,26
08.12.2010;114,08;;114,08;;106,956M;493447012,12
07.12.2010;113,14;;113,14;;105,452M;489378040,19
06.12.2010;113,63;;113,63;;105,848M;490175649,27
03.12.2010;113,09;;113,09;;105,326M;487039248,91
02.12.2010;112,49;;112,49;;104,427M;483479367,72
01.12.2010;111,21;;111,21;;103,149M;476982482,57
30.11.2010;112,11;;112,11;;104,215M;479875450,54
29.11.2010;111,80;;111,80;;103,143M;473097086,34
25.11.2010;111,50;;111,50;;102,737M;471277020,74
24.11.2010;109,80;;109,80;;101,293M;462502158,57
23.11.2010;109,42;;109,42;;100,522M;459293768,94
22.11.2010;108,49;;108,49;;99,517M;453574527,44
19.11.2010;108,17;;108,17;;98,973M;451828628,24
18.11.2010;107,32;;107,32;;98,157M;447697495,19
17.11.2010;107,59;;107,59;;98,202M;448346564,72
16.11.2010;108,88;;108,88;;99,164M;452675707,63
15.11.2010;108,72;;108,72;;98,939M;445938542,39
12.11.2010;109,31;;109,31;;99,239M;447393852,32
11.11.2010;109,70;;109,70;;99,564M;448250530,94
10.11.2010;109,60;;109,60;;99,335M;446153475,45
09.11.2010;109,16;;109,16;;98,109M;442623081,74
08.11.2010;109,20;;109,20;;98,037M;439655946,52
05.11.2010;108,02;;108,02;;96,841M;434063590,47
04.11.2010;106,19;;106,19;;95,186M;420604484,97
03.11.2010;107,04;;107,04;;95,244M;405303466,24
02.11.2010;106,81;;106,81;;95,04M;404431160,98
01.11.2010;106,81;;106,81;;95,016M;403251927,54
29.10.2010;107,19;;107,19;;95,353M;404001247,68
28.10.2010;106,97;;106,97;;95,036M;402706557,51
27.10.2010;107,14;;107,14;;94,944M;402624838,08
26.10.2010;106,82;;106,82;;94,235M;400575927,77
25.10.2010;105,66;;105,66;;93,306M;395332295,08
22.10.2010;106,13;;106,13;;93,338M;398038407,46
21.10.2010;105,10;;105,10;;90,642M;391323751,88
20.10.2010;105,22;;105,22;;90,607M;390458071,86
19.10.2010;106,21;;106,21;;90,96M;392669012,22
18.10.2010;106,29;;106,29;;90,992M;392321558,63
15.10.2010;105,23;;105,23;;89,987M;387556876,09
14.10.2010;105,67;;105,67;;87,347M;378322636,48
13.10.2010;104,94;;104,94;;83,636M;370814782,88
12.10.2010;105,59;;105,59;;83,503M;371574677,95
11.10.2010;104,65;;104,65;;82,482M;365811008,53
08.10.2010;104,13;;104,13;;74,324M;355935688,89
07.10.2010;103,71;;103,71;;73,875M;353549230,88
06.10.2010;104,90;;104,90;;74,592M;356304343,29
05.10.2010;103,61;;103,61;;73,307M;352670236,88
04.10.2010;104,90;;104,90;;73,919M;355620298,46
01.10.2010;104,59;;104,59;;73,676M;353805132,84
30.09.2010;105,14;;105,14;;74,144M;355167343,97
29.09.2010;105,72;;105,72;;76,709M;358255628,51
28.09.2010;105,94;;105,94;;77,073M;358616817,06
27.09.2010;106,31;;106,31;;77,347M;356164663,73
24.09.2010;104,76;;104,76;;73,499M;347323622,11
23.09.2010;105,67;;105,67;;74,138M;349840224,9
22.09.2010;105,93;;105,93;;74,294M;349909017,1
21.09.2010;107,50;;107,50;;75,102M;355367250,47
20.09.2010;106,70;;106,70;;74,519M;352176184,09
17.09.2010;106,16;;106,16;;74,165M;348160165,91
16.09.2010;106,48;;106,48;;74,381M;349120251,31
15.09.2010;107,00;;107,00;;74,73M;350346183,63
14.09.2010;107,92;;107,92;;75,093M;351331479,46
13.09.2010;107,09;;107,09;;74,52M;348463325,42
10.09.2010;107,14;;107,14;;74,385M;348078606,69
09.09.2010;106,66;;106,66;;74,034M;346210907,69
08.09.2010;106,04;;106,04;;73,423M;344797373,95
06.09.2010;105,47;;105,47;;73,32M;343258256,39
03.09.2010;104,87;;104,87;;72,827M;345476045,35
02.09.2010;104,12;;104,12;;71,868M;342403903,51
01.09.2010;102,03;;102,03;;69,513M;333793932,79
31.08.2010;102,45;;102,45;;69,49M;326601224,14
30.08.2010;103,33;;103,33;;70,074M;343802484,36
27.08.2010;101,69;;101,69;;68,948M;337557379,09
26.08.2010;102,01;;102,01;;69,159M;338409008,8
25.08.2010;102,20;;102,20;;69,058M;338280115,53
24.08.2010;103,73;;103,73;;69,857M;342834172,43
23.08.2010;103,61;;103,61;;69,769M;340337441,43
20.08.2010;103,73;;103,73;;69,854M;340503309,89
19.08.2010;104,40;;104,40;;70,27M;342221645,19
18.08.2010;103,77;;103,77;;69,829M;339521073,96
17.08.2010;102,49;;102,49;;68,514M;334743750,12
16.08.2010;102,76;;102,76;;68,662M;335253557,92
13.08.2010;102,71;;102,71;;68,396M;330254731,78
12.08.2010;102,77;;102,77;;68,168M;330033168,61
11.08.2010;104,05;;104,05;;68,987M;333617911,3
10.08.2010;104,15;;104,15;;68,761M;333265263,6
09.08.2010;103,00;;103,00;;67,986M;329127668,16
06.08.2010;103,81;;103,81;;68,531M;330376243,15
05.08.2010;103,71;;103,71;;68,465M;328813670,48
04.08.2010;102,98;;102,98;;67,974M;325805323,43
03.08.2010;102,94;;102,94;;67,346M;324280841,92
02.08.2010;102,31;;102,31;;66,87M;322056470,45
30.07.2010;102,36;;102,36;;66,833M;320953396,86
29.07.2010;102,23;;102,23;;66,679M;320113377,01
28.07.2010;103,51;;103,51;;67,411M;323742942,01
27.07.2010;104,31;;104,31;;63,652M;320837321,12
26.07.2010;103,51;;103,51;;63,579M;319533865,95
23.07.2010;102,09;;102,09;;62,653M;315130541,78
22.07.2010;100,92;;100,92;;61,934M;310120716,55
21.07.2010;101,16;;101,16;;62,028M;319090480,02
20.07.2010;99,69;;99,69;;60,736M;314163214,48
19.07.2010;99,26;;99,26;;60,376M;312313143,31
16.07.2010;101,11;;101,11;;58,017M;315115765
15.07.2010;102,39;;102,39;;58,693M;318586140,69
14.07.2010;102,82;;102,82;;58,846M;317194761,68
13.07.2010;101,87;;101,87;;58,158M;314113046,51
12.07.2010;102,32;;102,32;;39,783M;296303710,09
09.07.2010;101,04;;101,04;;39,158M;291998934,89
08.07.2010;100,18;;100,18;;38,759M;288788944,56
07.07.2010;98,75;;98,75;;37,823M;282872209,06
05.07.2010;98,64;;98,64;;37,735M;280907199,53
02.07.2010;98,71;;98,71;;37,668M;280323128,23
01.07.2010;101,09;;101,09;;38,488M;286088644,23
30.06.2010;101,75;;101,75;;38,635M;286989728,17
29.06.2010;105,52;;105,52;;40,207M;294325685,1
28.06.2010;104,60;;104,60;;39,845M;290275304,83
25.06.2010;104,77;;104,77;;40,143M;289525856,33
24.06.2010;105,93;;105,93;;40,239M;291365522,04
22.06.2010;107,56;;107,56;;40,649M;295008968,96
21.06.2010;106,89;;106,89;;40,316M;292012841,26
18.06.2010;106,55;;106,55;;40,181M;290165607,41
17.06.2010;106,32;;106,32;;39,981M;289092408,32
16.06.2010;106,94;;106,94;;40,207M;289947462
15.06.2010;105,51;;105,51;;39,449M;284410087,54
14.06.2010;104,98;;104,98;;39,136M;282014812,91
11.06.2010;104,80;;104,80;;39,068M;280839264,13
10.06.2010;102,68;;102,68;;38,223M;271152410,5
09.06.2010;102,58;;102,58;;38,058M;271036799,37
08.06.2010;103,01;;103,01;;37,989M;272644725,07
07.06.2010;103,86;;103,86;;38,304M;258009427,44
04.06.2010;105,53;;105,53;;38,915M;262888039,92
03.06.2010;103,92;;103,92;;38,337M;260322279,51
02.06.2010;102,11;;102,11;;36,957M;251026989,53
31.05.2010;103,17;;103,17;;37,325M;253164002,54
28.05.2010;102,80;;102,80;;37,072M;255855188,01
27.05.2010;100,52;;100,52;;36,348M;248121908,94
26.05.2010;99,19;;99,19;;35,462M;242556265,04
25.05.2010;100,58;;100,58;;35,969M;240148035,4
21.05.2010;98,70;;98,70;;35,296M;243019927
20.05.2010;102,93;;102,93;;36,798M;250247549,4
19.05.2010;105,84;;105,84;;37,557M;252155378,57
18.05.2010;105,20;;105,20;;37,102M;255549267,37
17.05.2010;106,07;;106,07;;32,556M;247268631,92
14.05.2010;107,50;;107,50;;32,427M;249661907,12
12.05.2010;104,31;;104,31;;28,476M;239479388,95
11.05.2010;104,52;;104,52;;30,238M;238784181,28
10.05.2010;98,38;;98,38;;28,449M;234726535,18
07.05.2010;102,10;;102,10;;29,532M;237078115,61
06.05.2010;104,64;;104,64;;30,378M;240441195,73
05.05.2010;105,26;;105,26;;30,558M;241269468,03
04.05.2010;106,89;;106,89;;30,631M;244110204,95
03.05.2010;105,27;;105,27;;29,757M;239375178,2
30.04.2010;105,76;;105,76;;29,881M;242356734,82
29.04.2010;104,57;;104,57;;29,546M;236716330,51
28.04.2010;105,28;;105,28;;30,114M;234659338,17
27.04.2010;106,74;;106,74;;30,268M;238774377,76
26.04.2010;107,00;;107,00;;30,186M;237001123,53
23.04.2010;105,98;;105,98;;29,879M;234953441,85
22.04.2010;105,78;;105,78;;29,77M;232573541,04
21.04.2010;105,29;;105,29;;29,507M;230480456,05
20.04.2010;103,91;;103,91;;28,858M;226820309,7
19.04.2010;104,62;;104,62;;28,97M;221096750,51
16.04.2010;105,14;;105,14;;28,707M;221489912,54
15.04.2010;105,01;;105,01;;29,144M;220007133,48
14.04.2010;103,60;;103,60;;28,738M;221973806,87
13.04.2010;103,91;;103,91;;28,418M;204933655,44
12.04.2010;103,80;;103,80;;28,378M;206701757,36
09.04.2010;104,35;;104,35;;28,508M;204811576,77
08.04.2010;104,94;;104,94;;28,664M;205767498,09
07.04.2010;104,96;;104,96;;28,434M;214371594,91
06.04.2010;104,41;;104,41;;28,278M;209464189,17
01.04.2010;102,30;;102,30;;27,712M;205964434,95
31.03.2010;102,53;;102,53;;27,572M;204869377,69
30.03.2010;102,69;;102,69;;25,416M;201575760,61
29.03.2010;102,13;;102,13;;25,239M;199879258,51
26.03.2010;102,58;;102,58;;25,341M;199596631,56
25.03.2010;102,88;;102,88;;25,413M;199589977,81
24.03.2010;103,43;;103,43;;25,399M;196866687,2
23.03.2010;101,87;;101,87;;24,584M;194347971,52
22.03.2010;101,17;;101,17;;23,728M;191427907,45
19.03.2010;101,40;;101,40;;15,399M;180974562,33
18.03.2010;100,64;;100,64;;15,183M;178192940,56
17.03.2010;99,60;;99,60;;15,023M;176090819,11
16.03.2010;99,54;;99,54;;14,303M;173608211,19
15.03.2010;99,65;;99,65;;14,203M;171567201,81
12.03.2010;99,15;;99,15;;14,141M;171468529,57
11.03.2010;99,66;;99,66;;14,214M;169700477,05
10.03.2010;99,23;;99,23;;14,147M;168251321,57
09.03.2010;99,22;;99,22;;14,001M;166807663,12
08.03.2010;98,73;;98,73;;13,931M;163032920,65
05.03.2010;97,80;;97,80;;13,8M;160557045,49
04.03.2010;97,11;;97,11;;13,696M;158661506,96
03.03.2010;97,37;;97,37;;13,641M;158710565,71
02.03.2010;97,34;;97,34;;13,615M;157519140,12
01.03.2010;95,35;;95,35;;13,335M;145096692,37
26.02.2010;94,89;;94,89;;13,27M;145093234,16
25.02.2010;95,70;;95,70;;13,373M;121056209,7
24.02.2010;95,11;;95,11;;13,291M;120223541,84
23.02.2010;95,79;;95,79;;13,289M;120246430,02
22.02.2010;95,84;;95,84;;13,281M;119922139,86
19.02.2010;96,08;;96,08;;13,309M;117699922,21
18.02.2010;95,60;;95,60;;13,24M;117153383,41
17.02.2010;94,19;;94,19;;12,305M;109226642,91
15.02.2010;93,80;;93,80;;12,203M;107944000,41
12.02.2010;94,03;;94,03;;12,601M;105194786,1
11.02.2010;92,04;;92,04;;12,334M;102940014,46
10.02.2010;91,83;;91,83;;12,306M;102443313,93
09.02.2010;91,03;;91,03;;12,152M;101384029,49
08.02.2010;91,41;;91,41;;12,216M;101209640,42
05.02.2010;92,10;;92,10;;12,296M;99754595,33
04.02.2010;94,14;;94,14;;12,574M;101797373,08
03.02.2010;93,86;;93,86;;12,519M;101768649,69
02.02.2010;93,06;;93,06;;12,384M;100410095,4
01.02.2010;92,11;;92,11;;12,258M;97762868,57
29.01.2010;92,02;;92,02;;12,246M;96659162,1
28.01.2010;92,88;;92,88;;12,338M;96840720,69
27.01.2010;92,47;;92,47;;12,245M;95853314,39
26.01.2010;92,55;;92,55;;9,669M;92525714,87
25.01.2010;92,40;;92,40;;9,616M;92798626,08
22.01.2010;93,95;;93,95;;9,774M;94013432,37
21.01.2010;95,81;;95,81;;9,961M;93024592,8
20.01.2010;96,30;;96,30;;9,993M;92464493,86
18.01.2010;94,43;;94,43;;9,784M;87822107,57
15.01.2010;95,23;;95,23;;9,867M;87541052,23
14.01.2010;94,52;;94,52;;9,782M;87043912,81
13.01.2010;93,84;;93,84;;9,608M;85473605,44
12.01.2010;94,86;;94,86;;9,187M;85340949,51
11.01.2010;94,51;;94,51;;7,78M;84963002,1
08.01.2010;95,11;;95,11;;7,829M;84055219,6
07.01.2010;94,77;;94,77;;7,801M;83567132,73
06.01.2010;94,35;;94,35;;7,766M;80403530,17
05.01.2010;93,76;;93,76;;7,694M;79819033,92
04.01.2010;92,67;;92,67;;7,605M;78312362,85
31.12.2009;92,71;;92,71;;7,608M;78195071,01
30.12.2009;92,94;;92,94;;7,61M;77120616,74
29.12.2009;92,68;;92,68;;7,589M;76793589,94
28.12.2009;92,51;;92,51;;7,575M;76225057,17
24.12.2009;92,14;;92,14;;7,545M;72849073,52
23.12.2009;92,34;;92,34;;7,558M;72470801,71
22.12.2009;91,56;;91,56;;7,494M;71347518,06
21.12.2009;90,63;;90,63;;7,418M;70560167,22
18.12.2009;90,19;;90,19;;7,262M;69700800,58
17.12.2009;91,30;;91,30;;7,251M;69009636,45
16.12.2009;90,22;;90,22;;7,015M;69654458,24
15.12.2009;90,41;;90,41;;7,029M;69168068,33
14.12.2009;89,34;;89,34;;6,942M;68649631,56
11.12.2009;88,35;;88,35;;6,815M;66718168,8
10.12.2009;87,99;;87,99;;6,773M;66073037,58
09.12.2009;88,04;;88,04;;6,777M;68929948,33
08.12.2009;88,50;;88,50;;6,812M;68902738,31
07.12.2009;88,45;;88,45;;6,738M;68307322,46
04.12.2009;86,93;;86,93;;6,622M;67156529,14
03.12.2009;87,02;;87,02;;6,629M;67207631,06
02.12.2009;86,55;;86,55;;6,593M;66021397,37
01.12.2009;85,10;;85,10;;6,125M;64862138,06
30.11.2009;85,14;;85,14;;6,103M;61627655,78
26.11.2009;86,11;;86,11;;6,153M;61841543,05
25.11.2009;85,92;;85,92;;6,14M;61485079,63
24.11.2009;86,13;;86,13;;6,155M;60847466,68
23.11.2009;85,12;;85,12;;6,082M;60534407,37
20.11.2009;85,63;;85,63;;6,119M;59994489,55
19.11.2009;86,65;;86,65;;6,192M;60008083,75
18.11.2009;86,52;;86,52;;6,182M;59143973,81
17.11.2009;86,85;;86,85;;6,206M;58273532,1
16.11.2009;85,51;;85,51;;6,11M;57713830,14
13.11.2009;85,36;;85,36;;6,095M;57128786,62
12.11.2009;85,61;;85,61;;6,107M;56702499,86
11.11.2009;84,92;;84,92;;6,057M;56479417,85
10.11.2009;85,15;;85,15;;6,074M;56224940,31
09.11.2009;83,89;;83,89;;5,984M;55692655,79
06.11.2009;84,09;;84,09;;5,998M;55206252,01
05.11.2009;82,85;;82,85;;5,866M;54074561,36
04.11.2009;82,71;;82,71;;5,844M;54174334,28
03.11.2009;82,75;;82,75;;6,322M;53639827,75
02.11.2009;82,14;;82,14;;6,286M;53694928,88
30.10.2009;83,30;;83,30;;6,374M;54359901,36
29.10.2009;82,15;;82,15;;6,286M;52847585,1
28.10.2009;84,14;;84,14;;6,439M;53789824,81
27.10.2009;84,46;;84,46;;6,438M;53549305,23
26.10.2009;84,74;;84,74;;6,442M;53476037,61
23.10.2009;85,31;;85,31;;6,485M;53664450,45
22.10.2009;85,54;;85,54;;6,503M;51938729,21
21.10.2009;86,08;;86,08;;6,461M;47025496,85
20.10.2009;86,65;;86,65;;6,232M;46809919,99
19.10.2009;86,05;;86,05;;6,22M;46470656,73
16.10.2009;86,54;;86,54;;6,252M;46177969,89
15.10.2009;86,44;;86,44;;6,245M;45952143,7
14.10.2009;85,40;;85,40;;1,433M;40555528,96
13.10.2009;85,87;;85,87;;1,441M;40244352,81
12.10.2009;85,75;;85,75;;1,337M;39589660,99
09.10.2009;85,51;;85,51;;1,334M;39297094,85
08.10.2009;84,72;;84,72;;1,321M;38685047,86
07.10.2009;84,80;;84,80;;1,322M;38122177,88
06.10.2009;83,55;;83,55;;1,303M;37529326,83
05.10.2009;83,19;;83,19;;1,297M;36769690,86
02.10.2009;84,07;;84,07;;1,31M;36781372,76
01.10.2009;85,86;;85,86;;1,337M;37113518
30.09.2009;85,53;;85,53;;1,306M;37050860,78
29.09.2009;85,82;;85,82;;1,31M;36563786,93
28.09.2009;84,33;;84,33;;1,287M;35140993,13
25.09.2009;84,43;;84,43;;1,289M;35188837,85
24.09.2009;85,10;;85,10;;1,219M;35127175,95
23.09.2009;85,43;;85,43;;1,224M;35100853,73
22.09.2009;84,96;;84,96;;1,217M;35137940,27
21.09.2009;85,75;;85,75;;1,177M;34765909,09
18.09.2009;85,65;;85,65;;1,176M;34632526,35
17.09.2009;85,53;;85,53;;1,174M;34792258
16.09.2009;84,64;;84,64;;1,162M;34399370,58
15.09.2009;84,47;;84,47;;1,15M;33893405,66
14.09.2009;84,32;;84,32;;1,089M;33616263,46
11.09.2009;84,15;;84,15;;1,086M;33552462,77
10.09.2009;83,72;;83,72;;1,081M;33337059,97
09.09.2009;83,19;;83,19;;1,074M;32953185,11
07.09.2009;82,73;;82,73;;1,068M;31732691,79
04.09.2009;82,03;;82,03;;1,059M;31099016,87
03.09.2009;81,33;;81,33;;1,05M;30863779,39
02.09.2009;81,74;;81,74;;1,054M;30637889,35
01.09.2009;82,62;;82,62;;1,066M;31027141,46
31.08.2009;83,47;;83,47;;1,067M;31140637,6
28.08.2009;83,29;;83,29;;1,065M;31476795,65
27.08.2009;83,64;;83,64;;1,069M;31280910,1
26.08.2009;83,48;;83,48;;1,067M;31089322,22
25.08.2009;83,43;;83,43;;1,067M;31241630,51
24.08.2009;83,37;;83,37;;1,064M;31131585,34
21.08.2009;82,24;;82,24;;1,049M;30864522,85
20.08.2009;81,75;;81,75;;1,043M;30508777,78
19.08.2009;81,74;;81,74;;1,028M;30438884,35
18.08.2009;81,18;;81,18;;1,021M;30191570,06
17.08.2009;82,86;;82,86;;1,042M;30232203,84
14.08.2009;83,05;;83,05;;1,044M;30468255,95
13.08.2009;82,71;;82,71;;1,036M;30181918,14
12.08.2009;82,45;;82,45;;1,015M;29797942,84
11.08.2009;83,12;;83,12;;1,023M;29707604,83
10.08.2009;83,15;;83,15;;1,023M;29136058,36
07.08.2009;81,74;;81,74;;1,006M;28416048,42
06.08.2009;82,47;;82,47;;1,015M;28360784,01
05.08.2009;82,73;;82,73;;1,026M;27944125,57
04.08.2009;82,75;;82,75;;1,026M;27554493,98
03.08.2009;82,45;;82,45;;1,017M;27439984,84
31.07.2009;82,99;;82,99;;1,024M;27287979,85
30.07.2009;82,16;;82,16;;1,011M;23778848,86
29.07.2009;81,86;;81,86;;1,002M;22573884,3
28.07.2009;81,69;;81,69;;999,948K;22455703,82
27.07.2009;81,32;;81,32;;995,418K;22268526,6
24.07.2009;81,15;;81,15;;944,648K;21710108,5
23.07.2009;79,56;;79,56;;914,205K;21236178,84
22.07.2009;79,68;;79,68;;732,32K;20885131,47
21.07.2009;79,13;;79,13;;725,286K;20556183,16
20.07.2009;78,11;;78,11;;704,126K;18588340,85
17.07.2009;78,39;;78,39;;430,247K;17997554,06
16.07.2009;77,78;;77,78;;426,874K;17761080,99
15.07.2009;76,18;;76,18;;414,093K;17436096,74
14.07.2009;75,95;;75,95;;412,843K;17177410,8
13.07.2009;74,96;;74,96;;382,725K;16798338,05
10.07.2009;75,77;;75,77;;337,458K;16556550,05
09.07.2009;75,13;;75,13;;324,841K;16140746,57
08.07.2009;75,73;;75,73;;327,435K;15905956,1
07.07.2009;76,61;;76,61;;331,24K;15918690,77
03.07.2009;77,15;;77,15;;333,421K;15733686,36
02.07.2009;78,07;;78,07;;336,997K;15821811,19
01.07.2009;77,70;;77,70;;335,399K;15664737,61
30.06.2009;77,92;;77,92;;335,804K;15452666,7
29.06.2009;77,85;;77,85;;334,49K;15108337,84
26.06.2009;77,34;;77,34;;332,299K;12446591,21
25.06.2009;76,84;;76,84;;328,46K;11975806,84
24.06.2009;75,09;;75,09;;320,979K;11676628,17
22.06.2009;77,98;;77,98;;333,255K;11968646,51
19.06.2009;77,30;;77,30;;330,349K;11775252,24
18.06.2009;76,84;;76,84;;327,692K;11692829,59
17.06.2009;77,62;;77,62;;330,94K;11679696,74
16.06.2009;78,32;;78,32;;333,875K;11956851,22
15.06.2009;80,03;;80,03;;337,164K;12058720,4
12.06.2009;79,58;;79,58;;305,267K;11775241,34
11.06.2009;79,18;;79,18;;303,733K;11714491,99
10.06.2009;78,86;;78,86;;302,505K;11686225,3
09.06.2009;78,72;;78,72;;301,968K;11432414,32
08.06.2009;79,53;;79,53;;304,079K;11348300,55
05.06.2009;78,20;;78,20;;298,993K;11212854,4
04.06.2009;77,69;;77,69;;297,044K;11150833,92
03.06.2009;78,35;;78,35;;296,581K;11012320,09
02.06.2009;78,11;;78,11;;295,673K;11022049,63
01.06.2009;76,53;;76,53;;289,386K;9990496,59
29.05.2009;76,25;;76,25;;288,328K;9969323,45
28.05.2009;76,84;;76,84;;280,559K;9901323,09
27.05.2009;76,80;;76,80;;130,058K;9760534,74
25.05.2009;75,20;;75,20;;126,371K;9491277,27
22.05.2009;75,28;;75,28;;125,506K;9499964,99
20.05.2009;77,26;;77,26;;128,807K;9744221,3
19.05.2009;76,80;;76,80;;128,04K;9688941,61
18.05.2009;75,56;;75,56;;125,898K;9365058,42
15.05.2009;74,98;;74,98;;124,931K;9225193,08
14.05.2009;74,29;;74,29;;123,782K;9113329,08
13.05.2009;76,00;;76,00;;122,631K;9308019,56
12.05.2009;76,29;;76,29;;123,022K;9303203,01
11.05.2009;77,02;;77,02;;124,2K;9367377,12
08.05.2009;76,40;;76,40;;123,2K;9164006,77
07.05.2009;77,50;;77,50;;124,974K;9191358,2
06.05.2009;76,89;;76,89;;123,99K;9192062,82
05.05.2009;76,53;;76,53;;123,409K;9114604,32
01.05.2009;74,95;;74,95;;120,699K;8882002,63
30.04.2009;74,73;;74,73;;71,532K;8716408,15
29.04.2009;73,49;;73,49;;70,345K;8576140,58
28.04.2009;74,29;;74,29;;71,111K;8264511,33
27.04.2009;74,19;;74,19;;71,015K;8244977,16
24.04.2009;72,62;;72,62;;69,512K;8194186,11
23.04.2009;72,77;;72,77;;69,656K;8121931,29
22.04.2009;72,89;;72,89;;69,698K;7747954,88
21.04.2009;71,99;;71,99;;68,837K;7707910,68
20.04.2009;74,26;;74,26;;71,008K;7863791,13
17.04.2009;73,32;;73,32;;70,109K;7780108,73
16.04.2009;72,16;;72,16;;65K;7602035,62
15.04.2009;71,40;;71,40;;64,315K;7497807,34
14.04.2009;71,80;;71,80;;64,676K;7609230,36
09.04.2009;69,81;;69,81;;62,883K;7498625,26
08.04.2009;69,29;;69,29;;64,39K;7378703,26
07.04.2009;70,23;;70,23;;65,264K;7441262,37
06.04.2009;69,74;;69,74;;64,808K;7513687,37
03.04.2009;69,70;;69,70;;64,771K;7441556,4
02.04.2009;68,30;;68,30;;63,47K;7314578,88
01.04.2009;68,01;;68,01;;63,201K;7195533,16
31.03.2009;66,71;;66,71;;61,993K;7124303,83
30.03.2009;68,75;;68,75;;61,928K;7180031,44
27.03.2009;69,07;;69,07;;62,217K;7187174,3
26.03.2009;67,18;;67,18;;60,514K;7078935,55
25.03.2009;66,75;;66,75;;60,127K;7019131,22
24.03.2009;67,23;;67,23;;60,559K;7023164,11
23.03.2009;64,20;;64,20;;57,83K;6804686,54
20.03.2009;65,10;;65,10;;58,641K;6779263,99
19.03.2009;65,37;;65,37;;58,884K;7080732,13
18.03.2009;66,07;;66,07;;59,514K;7053637,58
17.03.2009;65,27;;65,27;;58,794K;6937157,92
16.03.2009;65,15;;65,15;;58,686K;6983570,58
13.03.2009;65,15;;65,15;;54,686K;6956325,58
12.03.2009;64,03;;64,03;;55,199K;6802693,45
11.03.2009;64,13;;64,13;;55,285K;6796531
10.03.2009;61,56;;61,56;;53,069K;6563382,32
09.03.2009;62,65;;62,65;;54,009K;6624401,64
06.03.2009;62,91;;62,91;;54,233K;6740658,27
05.03.2009;65,22;;65,22;;56,225K;6898367,9
04.03.2009;63,79;;63,79;;54,992K;6716948,13
03.03.2009;63,95;;63,95;;9,957K;461634,99
02.03.2009;66,45;;66,45;;10,346K;476859,49
27.02.2009;66,85;;66,85;;10,408K;476244,61
26.02.2009;67,21;;67,21;;10,464K;460856,47
25.02.2009;67,55;;67,55;;10,517K;461801,28
